date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:47	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:47%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/impressum?lang=russian)
19:42:48	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:48%20GMT	https://cryptohawk.com/whitepaper-german	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper-german	(from https://cryptohawk.com/impressum?lang=german)
19:42:48	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:48%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/impressum?lang=spanish)
19:42:49	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:49%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/index?lang=italian)
19:42:49	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:49%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/index?lang=english)
19:42:50	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:50%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/index?lang=russian)
19:42:50	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:50%20GMT	https://cryptohawk.com/whitepaper-german	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper-german	(from https://cryptohawk.com/index?lang=german)
19:42:51	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:51%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/index?lang=spanish)
19:42:51	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:52%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/register?lang=english)
19:42:52	205/205	---MCZ	302	error ('Found')	text/html	date:Sat,%2010%20Mar%202018%2014:12:52%20GMT	https://cryptohawk.com/whitepaper	D:/HT%20TRACK/https___cryptohawk.com_/cryptohawk.com/whitepaper	(from https://cryptohawk.com/login?lang=english)
